"id","URL","pled","goal","date","period","status","text_am","n_img","n_vid","n_pled_t","min_pled_t","max_pled_t","mean_pled_t","step_pled_t","cr_time","backed","created","site","rpg","platformer","shooter","fighting","survival","horror","strategy","arcade","simulator","mmo","indie","action","quest","adventure","mgp","cont","curr","success","is_site"
"830","https://www.kickstarter.com/projects/teerialegends/help-teeria-legends-stay-online",0,1501.13,"2014-12-16",60,"ended",242,0,0,7,6.25,625.47,167.981428571429,103.203333333333,82,0,0,"teeria.net",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"EUR",0,1
"1569","https://www.kickstarter.com/projects/robinelric/souler",36,5000,"2012-10-29",30,"ended",455,12,0,6,5,1500,305.833333333333,299,18,0,0,"about.me",0,0,0,0,0,0,0,0,0,0,0,1,0,0,3.78042,0.264949540446689,"USD",0,1
"4046","https://www.kickstarter.com/projects/7daystodie/7-days-to-die-zombie-survival-game",507612,2e+05,"2013-07-16",30,"ended",1444,21,2,21,5,10000,1239.28571428571,499.75,40,2,0,"7daystodie.com",0,0,1,0,1,1,0,0,0,0,1,0,0,0,5.579864,0.287216132909957,"USD",1,1
"4500","https://www.kickstarter.com/projects/69968530/record-audio-of-a-car-via-dyno-for-use-in-racing-v",1645,1500,"2012-04-27",30,"ended",464,4,1,6,1,250,73.5,49.8,5,0,0,"tracktimeaudio.com",0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.511224,0.259294675335831,"USD",1,1
"3902","https://www.kickstarter.com/projects/1930791909/moonbreaker-for-christmas",15,15,"2013-11-25",10,"ended",345,1,1,18,1,150,26,8.76470588235294,998,5,2,"modernintrigues.com",0,0,0,0,0,0,0,0,0,0,1,0,0,0,0.589824,0.407576821003223,"USD",1,1
"1359","https://www.kickstarter.com/projects/syraca/phoenix-revival-2d-tactical-space-shooter-for-ouya",822,1500,"2013-05-31",40,"ended",1487,12,3,11,5,2500,503.636363636364,249.5,144,2,0,"syraca.com",0,0,1,0,1,0,0,0,0,0,1,0,0,0,3.045938,0.277556554445503,"USD",0,1
"2814","https://www.kickstarter.com/projects/84288219/diabotical-by-the-gd-studio",222275.47,145266,"2016-07-31",31,"ended",1748,46,6,71,9.24,6603,580.933661971831,94.1965714285714,528,44,0,"diabotical.com",0,0,1,1,1,0,0,0,1,0,0,1,0,0,13.709171,0.27286619300472,"GBP",1,1
"3400","https://www.kickstarter.com/projects/43113410/steel-assault",8706,8000,"2015-01-19",30,"ended",2291,48,1,13,1,499,134.230769230769,41.5,164,2,0,"srik.tk",0,1,0,0,0,0,0,1,0,0,0,1,0,1,6.057024,0.318762743752656,"USD",1,1
"7898","https://www.kickstarter.com/projects/creativeedgestudios/bikini-karate-babes-for-mobile-devices",3460,26000,"2013-01-25",45,"ended",1397,48,1,13,1,3000,396.615384615385,249.916666666667,267,15,1,"warriorsofelysia.com",0,0,0,1,0,0,0,0,0,0,0,0,0,0,12.1344,0.273969367223453,"USD",0,1
"5689","https://www.kickstarter.com/projects/1452936132/shark-vr-with-ryan-johnson-virtual-reality-shark-e",3153,70500,"2015-07-08",50,"ended",774,8,0,15,5,6000,806.933333333333,428.214285714286,51,0,0,"hyperactivevr.com",0,0,0,0,0,0,0,0,0,0,0,0,0,0,3.17832,0.279881949296788,"USD",0,1
"5842","https://www.kickstarter.com/projects/rapt/placebo-effect",1508,10000,"2015-05-28",30,"ended",475,21,0,11,1,5000,750.090909090909,499.9,115,8,0,"raptinteractive.com",0,0,1,0,0,0,0,0,0,0,0,1,0,0,3.737768,0.436798730285666,"USD",0,1
"5413","https://www.kickstarter.com/projects/insomniaitalia/sectors-game-by-insomnia-italia",139.8,161307.67,"2015-11-12",30,"ended",813,10,1,8,10.75,214,85.62625,29.0357142857143,245,0,0,"insomniaitalia.com",0,0,1,1,0,0,0,0,0,0,0,0,0,0,2.84172,0.269499542908686,"EUR",0,1
"8484","https://www.kickstarter.com/projects/642277792/live-your-life",74.23,143857.98,"2014-12-01",60,"ended",107,0,0,1,0.72,0.72,0.72,0,5,0,0,NA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"NOK",0,0
"377","https://www.kickstarter.com/projects/1218420477/world-of-zynthea",51,1500,"2016-01-14",20,"ended",91,0,0,3,50,500,216.666666666667,225,130,0,0,NA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"USD",0,0
"3820","https://www.kickstarter.com/projects/zeroempires/out-of-sync-cup-zeroempires",515.87,195.9,"2014-02-06",21,"ended",244,1,1,3,1.63,48.98,27.7533333333333,23.675,111,0,0,"zeroempires.net",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.589824,0.477688216013846,"GBP",1,1
"1110","https://www.kickstarter.com/projects/1837365408/ice-bunny",174,10000,"2014-04-23",45,"ended",320,24,0,9,1,1000,317.888888888889,124.875,66,0,0,"f-monfared.com",0,1,0,1,0,0,0,0,0,0,0,0,0,0,8.7618,0.178784398999405,"USD",0,1
"6991","https://www.kickstarter.com/projects/800386755/green-game-gready-for-green",1452,30000,"2014-10-27",35,"ended",1043,17,1,5,5,100,34.6,23.75,49,0,1,"greengame.co",0,0,0,0,0,0,0,0,0,0,0,0,0,0,3.19176,0.245017566886318,"USD",0,1
"4190","https://www.kickstarter.com/projects/idgi/consortium-0",70435,50000,"2013-03-19",30,"ended",2955,43,1,22,10,10000,823.045454545455,475.714285714286,944,7,1,"interdimensionalgames.com",1,0,1,0,0,0,0,1,0,0,0,1,1,1,8.329818,0.324885799527692,"USD",1,1
"3851","https://www.kickstarter.com/projects/kissltd/project-nimbus",28955.12,9821.4,"2013-12-11",45,"ended",1804,24,1,16,1.64,818.45,119.389375,54.454,83,0,0,"kiss-ltd.co.uk",0,0,0,1,1,0,0,0,0,0,1,1,0,0,4.198024,0.275301600256914,"GBP",1,1
"6443","https://www.kickstarter.com/projects/adammayhem/the-scoundrels-guild-a-tale-of-thieves-adventure-g",3658,35000,"2014-09-02",52,"ended",1768,31,0,12,5,1495,214.666666666667,135.454545454545,494,36,2,"mayhemgamesusa.com",1,0,0,0,0,0,0,0,0,0,1,0,1,1,7.746992,0.314160912235906,"USD",0,1
"4715","https://www.kickstarter.com/projects/chubigans/liquisity-2-an-indie-game-of-liquid-platforming",1088,800,"2009-12-14",46,"ended",574,2,1,5,8,150,51.6,35.5,10,0,0,"vertigogaming.net",0,0,0,0,0,0,0,0,0,0,1,0,0,0,0.897024,0.160902517244973,"USD",1,1
"1642","https://www.kickstarter.com/projects/pierrickbouquet/stickyhead-celeb-trivia-you-literally-stick-on-you",741,6500,"2012-07-24",30,"ended",653,15,0,12,5,2000,387.916666666667,181.363636363636,76,2,0,"stickyhead.co",0,0,0,0,0,0,0,0,0,0,0,1,0,0,2.241327,0.21540530707825,"USD",0,1
"7070","https://www.kickstarter.com/projects/292719246/runners-grinders",1506,30000,"2012-11-02",30,"ended",811,17,0,8,7,5000,725.25,713.285714285714,393,3,0,"runnersgrinders.net",1,0,0,0,0,0,0,0,0,0,0,1,0,0,4.384278,0.334240139605547,"USD",0,1
"4242","https://www.kickstarter.com/projects/flippfly/race-the-sun-endless-racer-with-mod-tools-and-mult",21579,20000,"2013-02-05",30,"ended",913,26,2,19,8,10000,995.421052631579,555.111111111111,39,0,0,"flippfly.com",0,0,0,0,0,0,0,0,0,0,1,0,0,0,7.289823,0.318143017124526,"USD",1,1
"7845","https://www.kickstarter.com/projects/1094875534/dino-racing-game",450.27,560840,"2012-11-26",52,"ended",1741,14,0,14,4.81,8012,1187.83642857143,615.937692307692,48,1,0,"wrenanimationstudios.com",0,0,0,0,0,0,0,0,0,0,0,0,0,0,3.259226,0.257315841344244,"GBP",0,1
"4654","https://www.kickstarter.com/projects/nestorvc/tweet-land-the-first-set-of-games-that-play-with-r",8613,7000,"2011-04-04",30,"ended",797,1,1,8,1,1000,252.625,142.714285714286,252,10,0,NA,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0.589824,0.417335221372928,"USD",1,0
"5786","https://www.kickstarter.com/projects/173733054/beyond-black-space-valkyrie-space-shooter",185,900,"2015-06-10",35,"ended",972,10,0,7,5,350,105,57.5,954,0,1,"shoutloudmedia.com",0,0,1,0,1,0,1,1,0,0,1,0,0,0,1.976558,0.345180257596264,"USD",0,1
"3921","https://www.kickstarter.com/projects/samanthazero/sentris-unleash-your-inner-musician",56361,50000,"2013-10-22",30,"ended",2281,35,5,19,1,10000,1644.78947368421,555.5,961,24,0,"samanthakalman.com",0,0,0,0,0,0,0,0,0,0,1,0,0,0,6.644632,0.315381496202145,"USD",1,1
"5739","https://www.kickstarter.com/projects/107060039/the-best-place-to-game",11,1e+05,"2015-07-07",30,"ended",92,0,0,1,100,100,100,0,3,0,0,NA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"USD",0,0
"3695","https://www.kickstarter.com/projects/591947989/gataela-an-early-victorian-steampunk-tablet-rpg",4896.76,4588.42,"2014-05-12",30,"ended",1584,31,3,14,1.84,275.31,63.3864285714286,21.0361538461538,46,0,0,"gataela.com",1,0,0,1,0,0,0,0,0,0,0,0,0,1,7.529536,0.341729923009541,"CAD",1,1
"3625","https://www.kickstarter.com/projects/immersed/tyto-online-learning-mmorpg",50617,50000,"2014-07-10",31,"ended",3641,38,1,19,1,10000,1091.89473684211,555.5,871,3,0,"immersedgames.com",0,0,0,0,0,0,0,1,0,1,1,0,1,0,8.932887,0.215612098235459,"USD",1,1
"3188","https://www.kickstarter.com/projects/chrisdecastro/the-wizards-of-trinity-bellwoods",12967.3,11542.9,"2015-07-23",35,"ended",1970,27,2,12,7.7,3847.63,547.005,349.084545454545,458,5,0,"chrisdecastro.com",0,0,0,0,0,0,0,0,0,0,1,1,1,0,7.154544,0.315203705719631,"CAD",1,1
"7222","https://www.kickstarter.com/projects/boxfortgames/bowbarian",3182,150000,"2015-04-07",31,"ended",1223,28,0,14,1,2500,356.5,192.230769230769,1292,30,0,"bowbarian.com",0,0,0,1,0,0,0,0,0,0,0,1,1,1,6.768856,0.245971038546968,"USD",0,1
"2052","https://www.kickstarter.com/projects/humanelement/valiant-remembrance",166,1500,"2016-10-10",30,"ended",639,4,0,5,1,60,18.2,14.75,553,0,2,"adam-leon.ally-net.xyz",1,0,1,0,0,0,0,0,0,1,0,0,0,1,0.78064,0.316463100045279,"USD",0,1
"4367","https://www.kickstarter.com/projects/ocremix/an-epic-5-disc-ff6-fan-album-from-oc-remix-take-tw",153633,30000,"2012-09-25",30,"ended",1001,2,5,9,1,5000,770.666666666667,624.875,548,0,0,"ocremix.org",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.727024,0.266674484314934,"USD",1,1
"4753","https://www.kickstarter.com/projects/niftyproductions/conran-the-dinky-raccoon",762.56,10004.08,"2016-10-07",30,"ended",699,39,0,14,1.02,5104.12,467.828571428571,392.546153846154,15,0,0,"nifty-productions.com",0,0,1,1,1,0,0,0,0,0,0,0,0,0,7.99298,0.333121114391821,"CHF",0,1
"7162","https://www.kickstarter.com/projects/axeforge/diablowing",2535.86,20246.4,"2014-05-11",35,"ended",1854,31,2,13,1.69,5061.6,540.812307692308,421.659166666667,21,0,0,"axeforge.com",1,0,1,0,0,0,1,0,0,0,1,1,0,0,3.216804,0.330532210366055,"GBP",0,1
"5704","https://www.kickstarter.com/projects/705281850/home-dragon-descendants",37.91,48398.81,"2015-06-24",58,"ended",301,0,0,6,0.81,403.32,119.786666666667,80.502,163,0,0,"weimanjason.wix.com",0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,"CAD",0,1
"3170","https://www.kickstarter.com/projects/mushi/dumb",1317.14,369.29,"2015-08-12",30,"ended",772,25,2,9,1.12,110.79,34.1944444444444,13.70875,10,0,0,NA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3.525384,0.301581792835088,"EUR",1,0
"1738","https://www.kickstarter.com/projects/527103217/rocketrally",35,2000,"2012-04-21",30,"ended",670,0,0,5,1,200,61.2,49.75,41,1,0,"rrally.com",0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,"USD",0,1
"6973","https://www.kickstarter.com/projects/macguffin/mustache-mercenaries-not-your-average-facebook-gam",3221,15000,"2010-11-16",24,"ended",589,0,0,10,3,2000,406.3,221.888888888889,272,3,0,NA,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,"USD",0,0
"6493","https://www.kickstarter.com/projects/exatogames/day-one-garrys-incident-0",37008,50000,"2013-01-29",30,"ended",811,17,1,11,5,10000,1365,999.5,470,86,2,"exatogames.com",1,0,1,0,1,0,0,0,0,0,0,0,0,1,3.77518,0.261441717983552,"USD",0,1
"7359","https://www.kickstarter.com/projects/1986478987/champions-of-demah-0",1497.09,153390,"2013-06-26",30,"ended",2535,42,1,21,1.53,7669.5,718.450476190476,383.3985,511,0,0,"nrdstudios.com",0,0,0,0,0,0,0,0,0,1,1,1,0,0,5.191355,0.364419052263347,"GBP",0,1
"7161","https://www.kickstarter.com/projects/235390397/mcdroid",612,35000,"2013-06-29",30,"ended",609,5,1,12,10,10000,1498.75,908.181818181818,758,4,0,"mcdroidgame.com",0,0,1,0,0,0,1,0,0,0,0,1,0,0,1.34192,0.296645085546145,"USD",0,1
"5593","https://www.kickstarter.com/projects/836219441/the-bug-tournament",5.3,757,"2015-08-31",30,"ended",118,0,0,1,1.51,1.51,1.51,0,2,0,0,"concretewebdesigns.com",0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,"CAD",0,1
"895","https://www.kickstarter.com/projects/597222143/luna-league-soccer",377.41,9310.99,"2014-11-07",30,"ended",958,12,3,11,2.48,2482.93,282.940909090909,248.045,920,1,0,"lunagames.com",0,0,0,1,0,0,1,1,0,0,0,0,0,0,3.22488,0.216858677333678,"EUR",0,1
"4394","https://www.kickstarter.com/projects/merl/scope-creep-f2p-blended-learning-hacking-adventure",7095,2000,"2012-08-20",30,"ended",1744,16,1,9,1,2000,308.444444444444,249.875,5,4,0,"midgames.com",0,0,0,0,0,0,0,0,0,0,0,1,0,1,2.320337,0.359275111153057,"USD",1,1
"42","https://www.kickstarter.com/projects/976520343/return-to-earth",1263.98,2490.6,"2016-11-14",30,"ended",568,29,1,10,6.23,1867.95,308.836,206.857777777778,6,0,0,NA,0,0,0,0,0,0,0,0,0,0,0,1,0,1,5.01984,0.249346412794753,"GBP",0,0
"7147","https://www.kickstarter.com/projects/1155744630/hack-attack",645.97,15128,"2013-04-01",30,"ended",910,6,0,7,1.51,1512.8,261.712857142857,251.881666666667,4,0,0,"nodezerogames.com",0,0,0,0,0,0,1,0,0,0,0,1,0,0,1.624086,0.391972734157671,"GBP",0,1
"1420","https://www.kickstarter.com/projects/1872299885/text-based-mafia-mmorpg-world-mafia",25,2500,"2013-03-03",60,"ended",676,8,0,8,1,500,117.625,71.2857142857143,48,0,0,"redeyestudios.com",0,0,0,0,0,0,0,0,0,1,0,0,0,0,1.28384,0.28061384922263,"USD",0,1
"5222","https://www.kickstarter.com/projects/1938250879/pc-fashion-community",2.24,16799.19,"2016-02-10",30,"ended",147,0,0,1,16.8,16.8,16.8,0,1,0,0,"pcfashion-community.de",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"EUR",0,1
"7728","https://www.kickstarter.com/projects/1635287645/incipient-mobile-space-shooter",10,300,"2012-08-09",10,"ended",196,0,0,2,10,50,30,40,33,0,1,"bobhoil.com",0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,"USD",0,1
"3093","https://www.kickstarter.com/projects/1376104797/dad-quest",9350,8000,"2015-10-31",30,"ended",1706,39,1,12,1,1000,178.416666666667,90.8181818181818,149,0,0,"sundaemonth.com",1,0,0,0,0,0,0,0,0,0,1,1,1,1,6.824052,0.181700720148967,"USD",1,1
"3743","https://www.kickstarter.com/projects/leuvsion/twisted-fusion-exclusive-for-wii-u",6699.21,5001.9,"2014-03-31",30,"ended",1137,17,1,11,5,666.92,154.908181818182,66.192,400,5,0,"leuvsion.com",1,1,0,0,0,0,0,0,0,0,0,0,0,1,1.995384,0.214485420701816,"GBP",1,1
"8269","https://www.kickstarter.com/projects/1409104624/omuni-online",501.59,336959.66,"2013-10-11",40,"ended",1440,1,0,7,0.96,240.69,64.0914285714286,39.955,445,0,0,NA,1,0,0,1,0,1,0,0,0,1,0,0,0,1,0.0525,0.394988485127043,"CAD",0,0
"5241","https://www.kickstarter.com/projects/216295866/crystal-asmr-game-engine",119.24,574.64,"2016-02-01",30,"ended",372,2,0,6,1.44,71.83,21.31,14.078,901,0,0,NA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.5746,0.35145711538419,"GBP",0,0
"984","https://www.kickstarter.com/projects/306879367/taien",25,2000,"2014-08-20",30,"ended",87,1,0,2,10,25,17.5,15,52,0,1,NA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.26044,0.186972194310326,"USD",0,0
"7960","https://www.kickstarter.com/projects/2092718700/empire",305,30000,"2013-04-04",30,"ended",499,5,0,8,5,1500,375,213.571428571429,8,0,0,NA,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1.3022,0.293775639835809,"USD",0,0
"5037","https://www.kickstarter.com/projects/1669324602/snaefell-mountain-course-3d-laser-scan",1382.21,17277.6,"2016-05-09",30,"ended",249,0,0,1,1.44,1.44,1.44,0,980,0,0,"ttlaserscan.com",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"GBP",0,1
"6879","https://www.kickstarter.com/projects/1036522549/the-realm-of-thyilia-a-revival-of-classical-role-p",2568,20000,"2012-07-02",35,"ended",1299,5,1,11,1,1000,203.272727272727,99.9,7,0,0,"flyingllama.net",1,0,0,1,0,0,0,0,0,1,0,0,0,1,0.3468,0.34697553206581,"USD",0,1
"1423","https://www.kickstarter.com/projects/1122984425/perhistoric-landing",104,6000,"2013-03-28",30,"ended",129,0,0,3,15,100,48.3333333333333,42.5,6,0,0,NA,1,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,"USD",0,0
"4565","https://www.kickstarter.com/projects/pinstripegames/jesh",1190,1000,"2012-02-21",30,"ended",1874,1,1,8,1,500,89,71.2857142857143,7,4,0,"pinstripegames.com",0,1,0,1,0,0,0,0,0,0,0,1,0,0,0.589824,0.429407782326731,"USD",1,1
"5452","https://www.kickstarter.com/projects/trerplay/grey-night",3396,15000,"2015-10-27",31,"ended",1047,31,0,8,7,200,52.75,27.5714285714286,24,0,0,NA,0,1,0,0,0,0,0,0,0,0,0,0,0,0,6.1886,0.212788092126581,"USD",0,0
"3903","https://www.kickstarter.com/projects/211853764/universal-arcade-joystick-adapter-plate",2569,1200,"2013-11-18",14,"ended",799,9,1,9,1,50,22.8888888888889,6.125,309,1,0,"paradisearcadeshop.com",0,0,0,0,0,0,0,1,0,0,0,0,0,0,3.634864,0.305589965385374,"USD",1,1
"3834","https://www.kickstarter.com/projects/pixelversion/hey-come-here",220,100,"2014-01-16",30,"ended",432,6,1,2,5,10,7.5,5,2,0,0,"pixelversion.com",0,0,0,0,0,0,0,0,0,0,1,0,0,0,1.907308,0.334857160693418,"USD",1,1
"2409","https://www.kickstarter.com/projects/pawbyte/underground-throne",421,8000,"2014-03-10",30,"ended",1308,22,2,10,1,3000,333.5,333.222222222222,795,79,2,"pawbyte.com",1,0,0,0,0,0,1,0,0,0,1,0,0,0,4.428997,0.339288458462908,"USD",0,1
"2315","https://www.kickstarter.com/projects/350243426/animon-island",10,10000,"2014-10-28",30,"ended",1984,7,1,10,10,5000,718,554.444444444444,20,0,0,"trippinsoft.com",0,0,0,1,0,0,0,0,0,0,0,1,0,1,1.98548,0.188964926506593,"USD",0,1
"3780","https://www.kickstarter.com/projects/450638869/extreme-real-reality-hd-remix",202,200,"2014-03-03",30,"ended",124,1,1,5,1,50,17.2,12.25,177,0,0,"realrealityhd.com",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.589824,0.248382855197305,"USD",1,1
"2099","https://www.kickstarter.com/projects/1857050950/galactic-warfare",1.46,7304.5,"2016-05-24",60,"ended",145,0,0,2,1.46,14.61,8.035,13.15,4,0,0,NA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"GBP",0,0
"415","https://www.kickstarter.com/projects/abentertainment/allegheny",200,7200,"2015-12-04",26,"ended",1418,26,1,9,1,100,32.5555555555556,12.375,989,1,1,NA,0,0,0,1,1,1,0,0,0,0,0,0,1,0,6.03332,0.330427659106778,"USD",0,0
"1714","https://www.kickstarter.com/projects/1133522703/tree-fort-defense",225,6000,"2012-05-04",30,"ended",385,0,0,11,5,2000,382.272727272727,199.5,11,0,0,"seanpmacbean.com",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"USD",0,1
"5253","https://www.kickstarter.com/projects/monkeylogic/fomp-festival-simulator",3305.43,10868.48,"2016-01-27",32,"ended",2021,20,1,9,5.43,4346.74,582.246666666667,542.66375,58,0,0,"monkeylogic.rocks",0,0,0,0,0,0,0,0,1,0,0,0,0,0,4.59977,0.396292301163146,"EUR",0,1
"631","https://www.kickstarter.com/projects/776974863/cuteventure-2d-platform-adventure",23.74,2260.65,"2015-06-10",30,"ended",541,9,0,7,1.13,282.58,71.21,46.9083333333333,2,0,0,NA,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1.03168,0.266552634125217,"EUR",0,0
"6060","https://www.kickstarter.com/projects/lazy8/extrasolar-season-2-be-a-part-of-the-story",23485,85000,"2014-09-08",30,"ended",1375,8,0,14,1,5000,650.785714285714,384.538461538462,925,16,0,"lazy8studios.com",0,0,0,0,0,0,0,0,0,0,1,1,0,0,1.77528,0.194626838530427,"USD",0,1
"7772","https://www.kickstarter.com/projects/1240726117/changing-music-in-beautifully-unpredictable-ways",16232,50000,"2012-10-02",30,"ended",449,9,0,6,10,2500,560,498,81,2,0,"maestrotouch.com",0,0,0,0,0,0,0,0,0,0,0,0,0,0,3.72504,0.340478719698886,"USD",0,1
"4239","https://www.kickstarter.com/projects/terraincognita/terra-incognita-a-retro-inspired-rpg",5748.83,791.85,"2013-02-08",30,"ended",703,27,1,10,1.58,316.74,92.014,35.0177777777778,179,0,0,"backtobasicsgaming.com",1,0,0,1,0,0,0,0,0,0,1,0,1,0,2.433796,0.314161807525331,"GBP",1,1
"2158","https://www.kickstarter.com/projects/625808428/sage-knight-chronicles",70,2500,"2016-01-01",45,"ended",233,0,0,1,35,35,35,0,14,0,0,NA,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"USD",0,0
"1156","https://www.kickstarter.com/projects/1628859730/dolice-quest-subject-to-change",42.4,8153,"2014-02-05",60,"ended",374,2,1,5,1.63,815.3,204.15,203.4175,3,0,0,NA,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0.474808,0.126738060707942,"GBP",0,0
"5542","https://www.kickstarter.com/projects/1032703310/666-number-of-a-man",1.5,74794.32,"2015-09-28",30,"ended",5930,0,0,19,14.96,5983.55,1597.05578947368,331.588333333333,784,0,0,"hiype.net",0,0,1,1,0,0,1,0,0,0,0,1,1,1,0,0,"CAD",0,1
"5805","https://www.kickstarter.com/projects/251752459/bitman",176.8,30482,"2015-06-06",30,"ended",1410,1,0,12,1.52,762.05,140.724166666667,69.1390909090909,7,0,0,NA,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0.1972,0.347007658589295,"GBP",0,0
"1929","https://www.kickstarter.com/projects/cryogenic/pixel-havoc",113,10000,"2011-06-01",30,"ended",361,0,0,8,10,1000,186.875,141.428571428571,3,5,0,"cryogenicentertainment.com",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"USD",0,1
"945","https://www.kickstarter.com/projects/1331217716/constuct",230,5000,"2014-10-01",30,"ended",422,0,0,6,1,50,17.6666666666667,9.8,7,0,0,"twitch.tv",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"USD",0,1
"8060","https://www.kickstarter.com/projects/naoulex/story-quest-online",116,50000,"2013-06-17",30,"ended",744,10,4,36,5,1000,308.333333333333,28.4285714285714,45,0,1,"storyquestonline.com",0,0,0,0,0,0,0,0,0,1,1,0,1,0,2.28986,0.352063925947721,"USD",0,1
"584","https://www.kickstarter.com/projects/410831579/reallife-rpg-the-game-1-10-preview-version",413.91,1100.84,"2015-07-13",30,"ended",297,16,1,8,5.5,275.21,91.50625,38.53,13,0,1,"realliferpg.de",1,0,0,0,0,0,0,0,0,1,0,0,0,0,4.131472,0.277496002810497,"EUR",0,1
"1331","https://www.kickstarter.com/projects/692296789/heroes-of-newerth-tournament-at-gencon-2013-genhon",51,1000,"2013-08-05",18,"ended",531,0,0,6,10,1500,526.666666666667,298,285,0,1,"trideon.com",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"USD",0,1
"2277","https://www.kickstarter.com/projects/1491825488/real-life-rpg",0,1529.82,"2015-02-19",30,"ended",195,0,0,5,3.06,152.98,41.918,37.48,938,0,0,NA,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,"DKK",0,0
"6543","https://www.kickstarter.com/projects/506623852/vivian-clark",3076,20000,"2013-04-09",30,"ended",1564,8,2,16,7,10000,777,666.2,884,5,0,"sodadrinkerpro.com",0,1,0,0,0,0,0,0,0,0,0,1,0,0,3.879388,0.322154682180473,"USD",0,1
"8652","https://www.kickstarter.com/projects/mixedrealityuk/initia-redefining-the-first-person-shooter-video-g",1849.85,28372,"2016-01-20",30,"ended",1281,26,0,16,14.19,2979.06,517.08,197.658,62,0,0,"initiagame.com",0,0,1,0,0,0,0,0,0,0,0,1,0,0,3.302209,0.204517396605868,"GBP",0,1
"5249","https://www.kickstarter.com/projects/262266592/a-prey-story",22.32,10799.14,"2015-12-31",60,"ended",195,36,1,5,0.72,143.99,38.302,35.8175,14,0,0,NA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6.050756,0.303890595860831,"CAD",0,0
"5812","https://www.kickstarter.com/projects/756513245/intellivision-gen2-video-games-for-pc-and-mac",6890,1e+05,"2015-05-20",45,"ended",786,9,3,10,2,1000,207.2,110.888888888889,150,0,0,"retroactionentertainment.com",0,0,0,0,1,0,0,1,0,0,0,0,0,0,2.74992,0.344077011524411,"USD",0,1
"4479","https://www.kickstarter.com/projects/69341191/xenonauts",154715,50000,"2012-05-08",33,"ended",1881,8,1,17,20,5000,454.117647058824,311.25,14,3,0,"xenonauts.com",0,0,0,0,0,0,1,0,0,0,0,0,0,0,1.569824,0.213939812328438,"USD",1,1
"3911","https://www.kickstarter.com/projects/1446315704/lords-of-xulima-an-epic-story-of-gods-and-humans",35657,10000,"2013-10-30",30,"ended",1811,28,5,23,5,10000,729.391304347826,454.318181818182,43,15,0,"lordsofxulima.com",1,0,0,0,0,0,1,0,0,0,0,0,1,1,5.619104,0.320816657422388,"USD",1,1
"3653","https://www.kickstarter.com/projects/firebelly/temporus",20630,20000,"2014-06-20",30,"ended",2194,19,1,21,1,1000,153.380952380952,49.95,848,53,0,"firebelly-studios.com",1,1,1,0,0,0,0,0,0,0,1,1,0,1,3.230883,0.342240515757754,"USD",1,1
"515","https://www.kickstarter.com/projects/699703627/on-tour",151,10000,"2015-09-09",30,"ended",1533,14,1,6,5,175,80.8333333333333,34,4,0,0,"ontourgame.com",0,0,0,0,0,0,1,0,0,0,0,0,0,0,3.49572,0.339422264008865,"USD",0,1
"6749","https://www.kickstarter.com/projects/1701016958/project-snowstorm-0",25174,5e+05,"2013-07-31",30,"ended",4517,34,0,20,5,5000,1126.5,262.894736842105,70,3,0,"snowfurystudios.com",1,0,0,1,0,0,1,0,0,1,0,0,1,1,6.814707,0.390829156822985,"USD",0,1
